5820.0	5810.0	5800.0	5800.0	5780.0	5780.0	5770.0	5750.0	5750.0	5780.0	5800.0	5820.0	5830.0	5840.0	5840.0	5850.0	5850.0	5860.0	5870.0	5880.0
5780.0	5841.384821575573	5807.625792977623	5837.859430874594	5833.34867515639	5841.951612310175	5819.288346488598	5797.900495162188	5802.231489112408	5865.082548575201	5858.579690768146	5827.218233061966	5898.820221183448	5943.569486386959	5845.760068553248	5832.57889156576	5930.418643303108	5882.838614672196	5808.967056499443	5860.0
5770.0	5784.931418891809	5759.41007037303	5813.777479540182	5760.936782594058	5728.469519062743	5761.430582052224	5782.623997169996	5728.2964929745895	5774.308444174418	5825.478368748714	5764.550079970533	5769.839106943202	5880.471764951776	5848.041228857336	5747.101765008388	5814.632241376003	5866.531634290066	5799.578115497893	5840.0
5730.0	5786.955925322147	5764.9046696043715	5787.276659797117	5735.385710605633	5754.277390469173	5798.328035738785	5854.13451511942	5794.688998116635	5746.54420685177	5858.185216642762	5927.20506820116	5791.620313862191	5765.628962349256	5934.156970037915	5887.307469837511	5744.139671361765	5809.145937816365	5857.276715408709	5800.0
5670.0	5736.39883682699	5659.864083608256	5645.922757830591	5677.405415371005	5759.63656791567	5672.7271339467425	5700.8552816338615	5794.0466180172	5735.830683103655	5712.102483468172	5859.210323469223	5838.971286739699	5636.180771458859	5747.445912205344	5911.940316191813	5782.596520634557	5719.210239029024	5779.506732943639	5770.0
5590.0	5668.5547463468265	5580.867590782126	5618.601182700881	5661.690415525036	5721.835640363715	5609.8547532017965	5582.164663282441	5745.84792420543	5839.345140433319	5674.895963027967	5621.982198377581	5855.487529139486	5800.082166952696	5615.176237297139	5755.396905192228	5895.1005427243035	5785.000767966694	5662.229126776849	5740.0
5540.0	5599.512420850442	5557.437845175651	5608.988525597002	5547.317897263982	5576.734741606968	5625.253417502101	5603.435341955412	5571.817032495099	5697.736106618142	5736.705804113844	5567.819108026186	5672.326295328365	5778.1613249401	5649.163232551538	5622.030903375301	5774.249673190154	5812.7443870587385	5620.187591524349	5700.0
5540.0	5595.241319494742	5557.506154176065	5596.101597267511	5516.375848307152	5513.824022391905	5643.836621060187	5710.829048616424	5536.6686991154775	5488.424891145618	5727.794171408214	5726.353318517552	5575.326503850127	5576.540569484054	5750.428958821139	5703.512731575263	5553.86959302235	5698.70625813087	5645.828367077762	5660.0
5590.0	5613.609323506191	5539.004220283543	5548.926264341966	5546.63572122432	5513.481594106324	5525.390845604387	5610.851524847671	5590.7478579924855	5461.3063343395615	5498.962723939458	5622.8064409408635	5593.532344143919	5430.963467658035	5575.55416548807	5710.476740961505	5485.057652764632	5524.946766368766	5551.72331267978	5640.0
5590.0	5612.320197214554	5525.516233717134	5467.741019766285	5504.566699469198	5572.479156929351	5461.475988279115	5360.454730761821	5576.501377580713	5680.202830672038	5448.714488657795	5362.254840991096	5581.974718773508	5602.099815646619	5510.672404924557	5616.313588208795	5530.028557765187	5478.689712882449	5404.205468914211	5600.0
5580.0	5548.263255875987	5511.404141702618	5437.296459019266	5356.301621440793	5439.718070805427	5460.51919962382	5323.692776785748	5378.103594103313	5536.554912346299	5508.281592685846	5380.318205597296	5487.512553977811	5630.518140964465	5501.386993428273	5414.491406900168	5375.695856735906	5480.049907819992	5424.565345871615	5560.0
5530.0	5454.717199680602	5426.03376743367	5438.617160045577	5297.719843221904	5244.470484322852	5409.174549572977	5458.835684020547	5277.993850226399	5210.627066099205	5468.641372904745	5589.013000755942	5465.467736837005	5460.947623601511	5531.234031176977	5514.961153449962	5362.6555388437455	5476.346591214938	5482.385925269639	5510.0
5470.0	5395.973784750056	5307.586223017261	5301.871672572626	5265.754484575189	5186.492015541806	5198.731852212924	5270.325848670198	5255.3502755519985	5186.861937394958	5289.13971430918	5454.483498169624	5450.121294398288	5394.235622868204	5441.425038345681	5550.590455169458	5464.5997853825265	5487.0698135253115	5442.1754910235095	5520.0
5380.0	5310.149484349431	5252.6897446835965	5185.218640933125	5187.638498077558	5249.059303671404	5194.296397591071	5135.374501094995	5254.790441090765	5379.036146525184	5328.067377947832	5341.4722463343805	5522.180918761809	5614.820029809201	5494.621511233885	5451.0912241209535	5488.205241107438	5559.971792294975	5475.951330543723	5520.0
5290.0	5252.104990665008	5216.014475509701	5190.351440547733	5149.913014163878	5185.80929627589	5175.797146060342	5127.7982297324525	5182.518174760711	5306.8486638947825	5320.204880305277	5319.482237821336	5450.353074076529	5584.6030933470665	5516.389195468732	5435.967256004456	5462.926163072945	5568.733810769448	5515.369155820897	5550.0
5270.0	5220.0	5190.0	5180.0	5180.0	5180.0	5190.0	5200.0	5240.0	5360.0	5470.0	5530.0	5570.0	5570.0	5540.0	5470.0	5460.0	5470.0	5500.0	5550.0
