-5.280241	-5.093839	-2.468484	-4.806094	-4.698412	-2.305854	-6.816381	-4.494747	6.69337	11.115363	8.892291	6.69337	4.494747	2.272127	2.305854	2.349206	2.403047	4.936967	5.093839	-5.280241
4.785772	1.225668	-1.300765	-1.184848	-2.185161	-3.059211	-4.768576	-1.071003	4.451894	7.010576	6.694452	5.960999	2.050626	-1.565756	-2.348797	-1.569512	-0.938568	-0.73889	3.083685	-4.785772
0.0	-1.190262	-2.689362	-1.684454	-2.793919	-2.553308	-4.341453	-1.378712	4.641411	5.304956	3.243574	7.861037	5.840394	-4.09061	-2.950656	5.609983	3.970119	-2.602543	4.10867	-13.137343
0.0	-1.316012	-0.330493	0.008621	-1.869932	3.108587	4.020376	1.977539	2.761848	7.353254	3.305416	1.90129	2.606985	-5.233672	-7.03017	2.607645	2.647249	-9.227355	-5.159252	-12.125518
-7.520803	-2.073782	-3.318387	-2.17266	0.54656	7.370653	6.954199	5.343117	0.697542	7.465052	7.782589	-0.887776	-3.359163	0.503335	2.078223	1.26665	3.78273	-1.672607	-7.030061	-15.041605
-3.524636	-0.550979	-4.012927	1.461964	5.007336	5.810155	2.913689	7.758553	2.10359	4.025462	9.376103	5.032545	-7.463776	-3.265101	13.05329	9.519339	2.338542	-5.747878	-11.611138	-17.623178
3.326781	1.502673	-2.557886	1.932491	1.831767	1.83945	1.26867	11.155254	8.450812	0.186313	-0.241054	12.013176	0.690067	-12.17347	9.113607	12.330934	2.136924	-7.852033	-6.539994	-19.960684
-3.16082	-0.536884	-4.761051	-2.139511	1.167569	7.572964	4.014789	3.914903	5.857775	2.788453	-6.768639	7.288144	8.523638	-10.863316	3.770179	10.571913	1.005136	-15.509187	-7.047683	-15.804102
-9.066086	-4.803819	-6.668183	-7.141681	-5.400692	7.256098	5.853835	-3.314184	-1.542226	4.639192	-2.163775	0.692681	2.396867	-5.309331	5.260172	1.936097	2.596492	-2.447349	2.365358	-24.176228
-8.719946	-9.524403	-8.790459	-7.495183	-7.632832	4.864	6.610328	0.746166	-1.504407	-0.583549	-0.089982	1.84589	4.151137	5.711151	8.441718	-13.679503	-11.038931	1.692865	11.715633	-20.346541
-16.869963	-14.228292	-12.872866	-8.490116	-6.669457	-2.179445	-1.275573	6.32519	7.3823	-0.632753	0.545013	9.361131	10.473077	-3.156607	-6.3822	-17.082526	-7.436734	8.880877	13.949765	-22.493284
-13.67303	-14.185666	-14.334781	-11.829309	-4.178112	0.638733	-3.576376	3.190884	8.094677	4.766977	6.668275	12.63208	10.945805	-6.253359	-6.172147	-4.988916	0.864592	2.998075	0.818191	-16.407636
-18.714198	-17.571356	-13.489097	-12.487879	-8.057398	0.507537	0.174286	-0.218245	4.264603	9.695556	12.864698	10.396045	9.040856	2.845404	2.104116	2.090049	7.290313	3.438809	-3.94808	-18.714198
-13.132535	-16.365484	-10.336323	-5.74885	-3.901604	0.763182	3.009372	2.61159	9.206407	18.123279	18.108059	13.637364	12.697188	3.607634	-7.545422	-4.362422	6.61477	2.630266	-1.442912	-13.132535
-10.369136	-9.145137	-7.277781	-3.437299	-1.64234	-0.71461	-0.291515	2.066708	8.133893	15.747912	19.830319	18.523307	12.737275	3.42603	-3.152284	0.317557	6.491373	2.445112	-0.530521	-18.145987
-12.847346	-10.231205	-5.106556	-1.277253	0.0	1.284086	2.57739	6.465142	20.741991	29.858459	22.069296	12.963744	5.172113	-3.866086	-12.840858	-10.239993	0.0	5.106556	10.231205	-12.847346
